name,address,city,state,zip,county,latitude,longitude
Gordon Cooper Technology Center,1 John C Bruton Blvd,Shawnee,OK,74804,Pottawatomie,35.380321,-96.908013
Kiamichi Technology Center-Atoka,1301 West Liberty Road,Atoka,OK,74525,Atoka,34.395365,-96.153029
Robert Fiance Beauty Schools-North Plainfield,121 Watchung Ave,North Plainfield,NJ,07060,Somerset,40.622451,-74.426989
Long Island Beauty School-Hauppauge,544 Rte 111,Hauppauge,NY,11788,Suffolk,40.827293,-73.201722
Sandusky Career Center,2130 Hayes Ave,Sandusky,OH,44870,Erie,41.43483,-82.71206
South Orange County Community College District,28000 Marguerite Pky,Mission Viejo,CA,92692,Orange,33.551856,-117.665321
DeVry College of New York,"180 Madison Ave., Ste. 900",New York,NY,10016,Queens,40.744628,-73.93688
DeVry University-Indiana,"9100 Keystone Crossing, Ste 350",Indianapolis,IN,46240,Marion,39.919069,-86.111162
Central Texas Beauty College-Temple,2010 South 57th Street,Temple,TX,76504,Bell,31.084871,-97.379234
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,8685 Erie Rd,Angola,NY,14006,Erie,42.648295,-79.040253
University of Phoenix-Western Washington Campus,7100 Fort Dent Way,Tukwila,WA,98188,King,47.4684,-122.246405
Universal Therapeutic Massage Institute,3410 Aztec Rd NE,Albuquerque,NM,87107,Bernalillo,35.11988,-106.604888
University of Phoenix-Central Florida Campus,2290 Lucien Way,Maitland,FL,32751,Orange,28.623109,-81.389031
Upper Valley Educators Institute,194 Dartmouth College Highway,Lebanon,NH,03766,Grafton,43.637595,-72.230822
Empire Beauty School-Brooklyn,2384 86th St,Brooklyn,NY,11214,Kings,40.599279,-73.989884
University of Phoenix-Oregon Campus,"Triangle Corporate Park, 13221 SW 68th Pkwy",Tigard,OR,97223,Washington,45.424135,-122.745086
Keck Graduate Institute,535 Watson Dr,Claremont,CA,91711,Los Angeles,34.093329,-117.72351
Aviation Institute of Maintenance-Atlanta,2025 Satellite Pointe,Duluth,GA,30096,Gwinnett,33.97441,-83.965368
CET-El Paso,294 Candelaria Street,El Paso,TX,79907,El Paso,31.654888,-106.271056
National Beauty College,354 E I 30 Suite A,Garland,TX,75043,Dallas,32.880549,-96.632034
Kaplan College-Riverside,4040  Vine Street,Riverside,CA,92507,Riverside,33.976895,-117.369777
Houston Training School-Gulfgate,6630 Gulf Fwy,Houston,TX,77087,Harris,29.706138,-95.304092
Star Career Academy-Philadelphia,2371 Welsh Road,Philadelphia,PA,19114,Philadelphia,40.073011,-75.032248
Star Career Academy-Egg Harbor,"3003 English Creek Avenue, Suite 212",Egg Harbor Township,NJ,08234,Atlantic,39.43275,-74.612508
Appalachian School of Law,1169 Edgewater Drive,Grundy,VA,24614,Buchanan,37.278007,-82.096426
Eastern New Mexico University-Ruidoso Campus,709 Mechem Dr,Ruidoso,NM,88345,Lincoln,33.346597,-105.677183
Empire Beauty School-Kennesaw,"425 Ernest Barrett Pkwy, Suite 1120",Kennesaw,GA,30144,Cobb,34.011112,-84.562798
Long Island University-Westchester Campus,"LIU/Westchester Campus, 735 Anderson Hill Road",Purchase,NY,10577,Westchester,41.048648,-73.705238
Kaplan College-Stockton,722 W. March Ln,Stockton,CA,95207,San Joaquin,37.990152,-121.314242
Anthem Career College-Nashville,560 Royal Parkway,Nashville,TN,37211,Davidson,36.146211,-86.67185
Platt College-Ontario,3700 Inland Empire Boulevard,Ontario,CA,91764,San Bernardino,34.068595,-117.571744
The Bryman School of Arizona,2250 W. Peoria Ave. A-100,Phoenix,AZ,85029,Maricopa,33.582859,-112.107537
Anthem College-Irving,4250 N Beltline Road,Irving,TX,75038,Dallas,32.870783,-96.991122
American University of Health Sciences,1600 East Hill St,Signal Hill,CA,90755,Los Angeles,33.820267,-118.185318
Acupuncture and Integrative Medicine College-Berkeley,2550 Shattuck Avenue,Berkeley,CA,94704,Alameda,37.862754,-122.267636
Antioch University-System Administration,900 Dayton Street,Yellow Springs,OH,45387,Greene,39.798614,-83.892154
Career Networks Institute,702 W Town and Country Rd,Orange,CA,92868,Orange,33.693904,-117.885043
Estrella Mountain Community College,3000 N Dysart Rd,Avondale,AZ,85323,Maricopa,33.480722,-112.343158
Westwood College-River Oaks,80 River Oaks Ctr-Ste 111,Calumet City,IL,60409,Cook,41.595556,-87.531742
Monty Tech,1050 Westminster St,Fitchburg,MA,01420,Worcester,42.560657,-71.860828
ITT Technical Institute-Green Bay,470 Security Blvd,Green Bay,WI,54313,Brown,44.553214,-88.105985
Lincoln Technical Institute-Lincoln,622 George Washington Hwy,Lincoln,RI,02865,Providence,41.936234,-71.48077
Georgia Military College-Augusta Campus,NOT AVAILABLE,NOT AVAILABLE,GA,NOT AVAILABLE,Columbia,33.510463,-82.085543
Career Training Academy-Pittsburgh,1500 Shoppes at Northway,Pittsburgh,PA,15237,Allegheny,40.550469,-80.02044
Wayne County Schools Career Center,518 W Prospect St,Smithville,OH,44677,Wayne,40.863781,-81.868927
Georgia Military College-Valdosta Campus,NOT AVAILABLE,NOT AVAILABLE,GA,NOT AVAILABLE,Lowndes,30.860369,-83.28061
Huntingdon County Career and Technology Center,Vo Tech Dr,Mill Creek,PA,17060,Huntingdon,40.434249,-77.927438
Blessing Hospital School of Medical Laboratory Technology,Broadway at 11th St,Quincy,IL,62305,Adams,39.936092,-91.398646
Missouri College of Cosmetology North,3014 E Sunshine St Ste G,Springfield,MO,65804,Greene,37.179283,-93.235505
Carolinas College of Health Sciences,1200 Blythe Blvd,Charlotte,NC,28203,Mecklenburg,35.200295,-80.838535
New York Automotive and Diesel Institute,178-18 Liberty Avenue,Jamaica,NY,11433,Queens,40.705278,-73.781177
Lester E Cox Medical Center-School of Medical Technology,3801 S National Ave,Springfield,MO,65807,Greene,37.145503,-93.279845
Georgia Military College-Atlanta Campus,NOT AVAILABLE,NOT AVAILABLE,GA,NOT AVAILABLE,Fulton,33.584091,-84.554239
Everest College-Ontario Metro,1819 South Excise Avenue,Ontario,CA,91761,San Bernardino,34.040523,-117.576774
Western Governors University,"4001 East 700 South, Suite 701",Salt Lake City,UT,84107,Salt Lake,40.684783,-111.869857
Metropolitan Community College-Blue River,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,Jackson,39.082586,-94.339751
Santa Barbara Business College-Ventura,4839 Market Street,Ventura,CA,93003,Ventura,34.257884,-119.226434
Kaplan College-Beaumont,6115 Eastex Freeway,Beaumont,TX,77706,Jefferson,30.071064,-94.131853
Sullivan and Cogliano Training Center,460 Belmont Street,Brockton,MA,02301,Plymouth,42.097303,-71.054426
Kaplan College-Laredo,6410 McPherson,Laredo,TX,78041,Webb,27.561588,-99.474475
Florida Gulf Coast University,10501 Fgcu Blvd S,Fort Myers,FL,33965,Lee,26.464338,-81.774235
Georgia Military College-Warner Robins Campus,NOT AVAILABLE,NOT AVAILABLE,GA,NOT AVAILABLE,Houston,32.625309,-83.610184
Everest Institute-Dearborn,23400 Michigan Ave - Ste 200,Dearborn,MI,48124,Wayne,42.302712,-83.264657
Potomac College-Washington,4000 Chesapeake St NW,Washington,DC,20016,District of Columbia,38.950396,-77.079241
Centura College-Richmond Westend,7001 W. Broad St.,Richmond,VA,23294,Henrico,37.608583,-77.5189
Sanford-Brown Institute-Ft Lauderdale,1201 W. Cypress Creek Road,Fort Lauderdale,FL,33309,Broward,26.2038,-80.160374
Seacoast Career Schools-Sanford Campus,One Eagle Dr Ste 1,Sanford,ME,04073,York,43.402074,-70.706341
New Saint Andrews College,405 S. Main Street,Moscow,ID,83843,Latah,46.731991,-117.001732
Little Priest Tribal College,610 College Drive,Winnebago,NE,68071,Thurston,42.232399,-96.470766
Fortis Institute-Scranton,517 Ash Street,Scranton,PA,18509,Lackawanna,41.417104,-75.651683
Marlboro College Graduate School,"28 Vernon Street, Suite #120",Brattleboro,VT,05301,Windham,42.850323,-72.55636
Milan Institute of Cosmetology-Amarillo,2400 SE 27th,Amarillo,TX,79103,Potter,35.185026,-101.80878
National Labor College,10000 New Hampshire Ave,Silver Spring,MD,20903,Montgomery,39.020977,-76.981074
University of Phoenix-Boston Campus,19 Granite Street,Braintree,MA,02184,Norfolk,42.211392,-71.000035
Everglades University,"5002 T-Rex Avenue, Suite 100",Boca Raton,FL,33431,Palm Beach,26.391218,-80.108331
South Louisiana Community College,320 Devalcourt Street,Lafayette,LA,70506,Lafayette,30.216521,-92.054179
Seminar L'moros Bais Yaakov,4412-20 15th Ave,Brooklyn,NY,11219,Kings,40.634807,-73.985467
HRDE-Stanley Technical Institute-Parkersburg,2107 Pike Street,Parkersburg,WV,26101,Wood,39.22753,-81.541175
University of Phoenix-Dallas Campus,12400 Coit Rd,Dallas,TX,75251,Dallas,32.91751,-96.768683
Herzing University-Winter Park,"1595 S. Semoran Blvd,  Ste 1501",Winter Park,FL,32792,Orange,28.579461,-81.307521
Pima Medical Institute-Chula Vista,780 Bay Blvd Suite101,Chula Vista,CA,91910,San Diego,32.619148,-117.093014
University of Phoenix-Milwaukee Campus,20075 Watertower Blvd,Brookfield,WI,53045,Waukesha,43.03109,-88.16311
Emil Fries Piano Hospital and Training Center,2510 E Evergreen Blvd,Vancouver,WA,98661,Clark,45.626145,-122.64473
University of Phoenix-Idaho Campus,1422 S. Tech Lane,Meridian,ID,83642,Ada,43.598437,-116.35668
Lincoln College of Technology-Marietta,2359 Windy Hill Road,Marietta,GA,30067,Cobb,33.904619,-84.483943
Westwood College-Inland Empire,20 W 7th St,Upland,CA,91786,San Bernardino,34.088023,-117.651888
Academy of Hair Design,512 S Chestnut,Lufkin,TX,75904,Angelina,31.331837,-94.718537
DeVry University-Washington,3600 S 344th Way,Federal Way,WA,98001,King,47.294226,-122.287882
Academy of Hair Design,"3141 College, Suite A-10",Beaumont,TX,77701,Jefferson,30.068432,-94.121696
DeVry University-Colorado,1870 West 122nd Avenue,Westminster,CO,80234,Adams,39.919433,-105.009011
Baltimore School of Massage,517 Progress Drive      Suite A - L,Linthicum,MD,21090,Anne Arundel,39.215919,-76.672532
Louisiana Delta Community College-Monroe Campus,7500 Millhaven Road,Monroe,LA,71203,Ouachita,32.530765,-92.074251
Charter College-Canyon Country,27125 Sierra Hwy Ste 329,Canyon Country,CA,91351,Los Angeles,34.408326,-118.462007
ITT Technical Institute-Levittown,311 Veteran's Highway,Levittown,PA,19056,Bucks,40.116171,-74.960449
David Demuth Institute of Cosmetology,1301 South 8th Street,Richmond,IN,47374,Wayne,39.812564,-84.891065
Atenas College,Paseo de La Atenas  #101,Manati,PR,00674,ManatÃ­,18.43328,-66.473799
Toni & Guy Hairdressing Academy-Worcester,6 Park Avenue,Worcester,MA,01605,Worcester,42.25629,-71.781023
Southwest Skill Center-Campus of Estrella Mountain Community College,3000 N Dysart Rd,Avondale,AZ,85323,Maricopa,33.480857,-112.34477
Northwest HVAC/R Training Center,204 E. Nora Ave,Spokane,WA,99207,Spokane,47.657691,-117.398227
Onondaga Cortland Madison BOCES,4500 Crown Rd,Liverpool,NY,13090,Onondaga,43.115889,-76.203875
L T International Beauty School,830 North Broad Street,Philadelphia,PA,19130,Philadelphia,39.968826,-75.160368
National American University-Ellsworth AFB Extension,1000 Ellsworth Street  Suite 2400-B,Ellsworth AFB,SD,57706,Meade,44.148129,-103.078655
Michigan Jewish Institute,6890 W Maple Rd,W Bloomfield,MI,48322,Oakland,42.478209,-83.183286
National American University-Albuquerque West,10131 Coors Boulevard North West Suite I-01,Albuquerque,NM,87114,Sandoval,35.231087,-106.659617
Myotherapy Institute,4001 Pioneer Woods Drive,Lincoln,NE,68506,Lancaster,40.751521,-96.639881
National American University-Brooklyn Center,"6120 Earle Brown Drive, Suite 100",Brooklyn Center,MN,55430,Hennepin,45.067311,-93.307608
Florida College of Integrative Medicine,7100 Lake Ellenor Dr,Orlando,FL,32809,Orange,28.46359,-81.401757
Interactive Learning Systems-Pasadena,213 W Southmore St    Suite 101,Pasadena,TX,77502,Harris,29.69044,-95.213772
New Professions Technical Institute,4000 W.  Flagler St.,Miami,FL,33134,Miami-Dade,25.771488,-80.261873
Somerset Christian College,"60 Park Place, Suite 701",Newark,NJ,07102,Somerset,40.536628,-74.578426
Strand College of Hair Design,423 79th Ave N,Myrtle Beach,SC,29572,Horry,33.74785,-78.815652
Miami Ad School-Minneapolis,"25 North 4th Street , Suite 201",Minneapolis,MN,55401,Hennepin,44.980971,-93.272539
Cosmetology Career Insitute,5015a Wesley St.,Greenville,TX,75402,Hunt,33.119311,-96.107808
Miami Ad School-San Francisco,415 Jackson Street,San Francisco,CA,94111,San Francisco,37.79672,-122.40207
Oregon State University-Cascades Campus,2600 NW College Way Cascades Hall,Bend,OR,97701,Deschutes,44.070679,-121.345776
Academy of Cosmetology,5117 Dorchester Rd,Charleston,SC,29418,Charleston,32.855272,-80.037754
Erikson Institute,451 N. LaSalle Street,Chicago,IL,60654,Cook,41.890279,-87.632238
Lincoln College of New England-Suffield,1760 Mapleton Ave,Suffield,CT,06078,Hartford,42.025942,-72.614161
Tennessee Board of Regents,1415 Murfreesboro Rd Ste 350,Nashville,TN,37217,Davidson,36.11343,-86.692249
Roger Williams University School of Law,Ten Metacom Ave,Bristol,RI,02809,Bristol,41.650974,-71.261978
Everest Institute-Kendall,9020 SW 137th Ave,Miami,FL,33186,Miami-Dade,25.682838,-80.417043
Colorado Technical University-Kansas City,520 E 19th Ave,North Kansas City,MO,64116,Clay,39.141863,-94.573722
Heald College-Salinas,1450 N Main St,Salinas,CA,93906,Monterey,36.706813,-121.652784
Eastern West Virginia Community and Technical College,316 Eastern Drive,Moorefield,WV,26836,Hardy,39.070589,-78.963242
Academy of Somatic Healing Arts,6251 Smithpointe Dr,Norcross,GA,30092,Gwinnett,33.930628,-84.262395
Aviation Institute of Maintenance-Indianapolis,7251 W McCarty St,Indianapolis,IN,46241,Marion,39.753062,-86.288273
Heritage College-Oklahoma City,7100 S. I-35 Service Road,Oklahoma City,OK,73149,Oklahoma,35.395974,-97.494276
Branford Hall Career Institute-Springfield Campus,112 Industry Avenue,Springfield,MA,01104,Hampden,42.140969,-72.543347
Ann Arbor Institute of Massage Therapy,180 Jackson Plaza,Ann Arbor,MI,48103,Washtenaw,42.28203,-83.803001
Remington College-Little Rock Campus,19 Remington Dr.,Little Rock,AR,72204,Pulaski,34.707708,-92.401281
Brown Mackie College-Atlanta,4370 Peachtree Dunwoody Rd NE,Atlanta,GA,30319,Fulton,33.9375,-84.354843
Newbridge College-San Diego East,878 Jackman St,El Cajon,CA,92020,San Diego,32.806757,-116.973606
Bryant & Stratton College-Henrietta,1225 Jefferson Rd,Rochester,NY,14623,Monroe,43.085881,-77.599568
Everest University-Jacksonville,8226 Phillips Hwy,Jacksonville,FL,32256,Duval,30.219885,-81.586366
The Art Institute of California-Argosy University Hollywood,5250 Lankershim Blvd,North Hollywood,CA,91601,Los Angeles,34.166753,-118.37528
IVAEM College,14 Intendente Ramirez St,Caguas,PR,00725,Caguas,18.235779,-66.033313
Sage College,"12125 Day Street, Bldg. L",Moreno Valley,CA,92557,Riverside,33.946317,-117.281388
Midwest College of Oriental Medicine-Chicago,"4334 N Hazel, Suite 206",Chicago,IL,60613,Cook,41.961284,-87.652605
Anthem College-Denver,350 Blackhawk Street,Aurora,CO,80011,Arapahoe,39.721243,-104.823079
Lincoln Technical Institute-Hamden,109 Sanford St,Hamden,CT,06514,New Haven,41.383403,-72.916091
Lincoln Technical Institute-Hartford,85 Sigourney Street,Hartford,CT,06105,Hartford,41.766563,-72.694226
Argosy University-Seattle,2601-A Elliott Avenue,Seattle,WA,98121,King,47.613924,-122.351734
Texas School of Business-Friendswood,3208 Fm 528,Friendswood,TX,77546,Harris,29.523396,-95.162819
EINE Inc,"1501 Main St, Ste 48",Tewksbury,MA,01876,Middlesex,42.598033,-71.220396
Laurus Technical Institute,523 Church Street,Decatur,GA,30030,DeKalb,33.776491,-84.294533
Marian Health Careers Center,3325 Wilshire Blvd Ste 1010,Los Angeles,CA,90010,Los Angeles,34.062096,-118.295073
ITT Technical Institute-Wilmington,"200 Ballardvale Street, Building 1, Suite 200",Wilmington,MA,01887,Middlesex,42.495619,-71.11899
Cleveland Clinic Health System-School of Diagnostic Imaging,18901 Lakeshore Blvd,Euclid,OH,44119,Cuyahoga,41.596287,-81.549177
Kiamichi Technology Center-Durant,810 Waldron Rd,Durant,OK,74701,Bryan,33.945957,-96.406143
Pierce College at Puyallup,1601 39th Ave SE,Puyallup,WA,98374,Pierce,47.156328,-122.272365
Kiamichi Technology Center-Hugo,107 S 15th,Hugo,OK,74743,Choctaw,34.00832,-95.494474
Academy for Nursing and Health Occupations,5154 Okeechobee Blvd Ste 201,West Palm Beach,FL,33417,Palm Beach,26.70653,-80.121497
Texas Tech University System Administration,"15th & Akron, 317 Administration Building",Lubbock,TX,79409,Lubbock,33.583439,-101.874774
Kiamichi Technology Center-McAlester,301 Kiamichi Dr,McAlester,OK,74501,Pittsburg,34.924173,-95.745999
DeVry University-Florida,2300 SW 145th Ave,Miramar,FL,33027,Broward,25.987474,-80.340073
Shawsheen Valley Regional Vocational Technical School,100 Cook St,Billerica,MA,01821,Middlesex,42.546696,-71.217926
Kiamichi Technology Center-Idabel,3205 Lincoln Road NE,Idabel,OK,74745,McCurtain,33.92186,-94.774993
University of Phoenix-St Louis Campus,"Riverpoint Executive Center II, 13801 Riverport Dr",Saint Louis,MO,63043,St. Louis,38.756953,-90.466685
Kiamichi Technology Center-Poteau,1509 S McKenna,Poteau,OK,74953,Le Flore,35.0382,-94.633992
University of Phoenix-Cleveland Campus,5005 Rockside Rd,Independence,OH,44131,Cuyahoga,41.398425,-81.654817
Remington College-Memphis Campus,2710 Nonconnah Blvd,Memphis,TN,38132,Shelby,35.071403,-89.989881
Du Bois Business College-Huntingdon,Huntingdon Cnty Campus 1001 Moore Street,Huntingdon,PA,16652,Huntingdon,40.489917,-78.014601
Kiamichi Technology Center-Spiro,610 SW 3rd,Spiro,OK,74959,Le Flore,35.240444,-94.628773
Star Truck Driving School-Hickory Hills,7701 West 95th St,Hickory Hills,IL,60457,Cook,41.717238,-87.8109
Kiamichi Technology Center-Talihina,13739 SE 202nd Road,Talihina,OK,74571,Le Flore,34.698347,-94.872806
Du Bois Business College-Oil City,Oil City Campus 701 East Third Street,Oil City,PA,16301,Venango,41.424358,-79.703491
DeVry University-Maryland,"4550 Montgomery Ave, Suite 100 North",Bethesda,MD,20814,Montgomery,38.983736,-77.091468
Fayette Institute of Technology,300 West Oyler Avenue,Oak Hill,WV,25901,Fayette,37.988801,-81.146785
4-States Okmulgee Academy of Cosmetology,308 E 6th St,Okmulgee,OK,74447,Okmulgee,35.622923,-95.968484
CBD College,"3699 Wilshire Blvd., Fourth Floor",Los Angeles,CA,90010,Los Angeles,34.06865,-118.344887
East West College of Natural Medicine,3808 N. Tamiami Tr,Sarasota,FL,34234,Sarasota,27.368451,-82.551571
Le Cordon Bleu College of Culinary Arts-Portland,"600 SW 10th Avenue, Suite 500",Portland,OR,97205,Multnomah,45.520289,-122.681536
Infinity Career College,319 Pass Road,Gulfport,MS,39507,Harrison,30.39053,-89.055631
American Broadcasting School-Tulsa,6808 S. Memorial  #116,Tulsa,OK,74133,Tulsa,36.064014,-95.8891
YTI Career Institute-Altoona,2900 Fairway Dr,Altoona,PA,16602,Blair,40.482439,-78.396073
Lincoln Technical Institute-Fern Park,7275 Estapona Circle,Fern Park,FL,32730,Seminole,28.653509,-81.345803
Facultad de Derecho Eugenio Maria de Hostos,Calle Peral #57 Sur,Mayaguez,PR,00680,MayagÃ¼ez,18.199717,-67.139639
DPT Business School,11000 Roosevelt Blvd Ste 200,Philadelphia,PA,19116,Philadelphia,40.102456,-75.011057
Atlantic Institute of Oriental Medicine,"100 E Broward Blvd, Suite 100",Fort Lauderdale,FL,33301,Broward,26.121964,-80.142235
Professional Beauty School,"2105 W Lincoln Ave, Suite B",Yakima,WA,98902,Yakima,46.60455,-120.537324
Eastern Center for Arts and Technology,3075 Terwood Rd,Willow Grove,PA,19090,Montgomery,40.158437,-75.108649
ATS Institute of Technology,325 Alpha Park Dr,Highland Heights,OH,44143,Cuyahoga,41.547556,-81.451108
Empire Beauty School-Center City Philadelphia,1522 Chestnut St,Philadelphia,PA,19102,Philadelphia,39.950932,-75.16608
AOMA Graduate School of Integrative Medicine,4701 W Gate Blvd,Austin,TX,78745,Travis,30.358617,-97.734802
Capella University,"225 South 6th Street, 9th Floor",Minneapolis,MN,55402,Hennepin,44.976186,-93.268714
Bennett Career Institute,700 Monroe Street N.E.,Washington,DC,20017,District of Columbia,38.93264,-76.995965
Sanford-Brown Institute-Wilkins Township,"777 Penn Center Boulevard, Building 7",Pittsburgh,PA,15235,Allegheny,40.425645,-79.811422
Urban College of Boston,178 Tremont St 7th Fl,Boston,MA,02111,Suffolk,42.352776,-71.064256
Blue Cliff College-Shreveport,8731 Park Plaza Drive,Shreveport,LA,71105,Bossier,32.536539,-93.763476
Centro de Estudios Multidisciplinarios-Humacao,8 Dr Vidal St,Humacao,PR,00791,Humacao,18.148771,-65.821107
Colegio Mayor de Tecnologia Inc,"151, Morse Street",Arroyo,PR,00714,Arroyo,17.963341,-66.063039
College of Menominee Nation,N172 State Highway 47&55,Keshena,WI,54135,Menominee,44.858914,-88.627005
Blue Cliff College-Lafayette,120 James Comeaux Rd.,Lafayette,LA,70508,Lafayette,30.184561,-92.015741
ITT Technical Institute-Henderson,168 N Gibson Rd,Henderson,NV,89014,Clark,36.039626,-115.028936
Quest College,5430 Fredericksburg Rd Ste 310,San Antonio,TX,78229,Bexar,29.507458,-98.563014
Institucion Chaviano de Mayaguez,Calle Ramos Antonini 116 Este,Mayaguez,PR,00680,MayagÃ¼ez,18.200518,-67.134396
Anthem College-Sacramento,9738 Lincoln Village Drive #100,Sacramento,CA,95827,Sacramento,38.561345,-121.334159
Central Florida Institute,30522 US Hwy 19 N Ste 300,Palm Harbor,FL,34684,Pinellas,28.050137,-82.74043
Anthem College-Minnesota,5100 Gamble Drive,Saint Louis Park,MN,55416,Hennepin,44.964711,-93.345362
EDIC College,Calle Genova Num 5 Urb Caguas Norte,Caguas,PR,00725,Caguas,18.238568,-66.041315
Community Care College,4242 South Sheridan,Tulsa,OK,74145,Tulsa,36.101615,-95.905178
Liceo de Arte-Dise-O y Comercio,42-49 Acosta St,Caguas,PR,00725,Caguas,18.2331,-66.034061
B Street Design School of International Hair Styling-Topeka,3602 SW Topeka Blvd,Topeka,KS,66611,Shawnee,39.003032,-95.68523
Southwest Acupuncture College-Albuquerque,7801 Academy NE,Albuquerque,NM,87109,Bernalillo,35.145849,-106.558075
Universal Technology College of Puerto Rico,111 Comercio St,Aguadilla,PR,00603,Aguadilla,18.42489,-67.149118
Heald College-Portland,6035 NE 78th Ct,Portland,OR,97218,Multnomah,45.566623,-122.583176
Golf Academy of America-Altamonte Springs,510 South Hunt Club Blvd.,Apopka,FL,32703,Seminole,28.661606,-81.351421
Crimson Technical College,8911 Aviation Blvd,Inglewood,CA,90301,Los Angeles,33.956018,-118.377744
Coryell Cosmetology College,NOT AVAILABLE,NOT AVAILABLE,TX,NOT AVAILABLE,Coryell,31.433787,-97.75016
Southern Institute of Cosmetology,3099 S Perkins,Memphis,TN,38118,Shelby,35.063517,-89.90697
ITT Technical Institute-Norwood,"333 Providence Highway, Rte 1",Norwood,MA,02062,Norfolk,42.200054,-71.188334
College of the Marshall Islands,Oceanside Uliga - PO Box 1258,Majuro,MH,96960,NOT AVAILABLE,7.10274,171.378442
Everest College-Merrillville,"8585 Broadway, Suite 200",Merrillville,IN,46410,Lake,41.473301,-87.332223
Southwest Acupuncture College-Santa Fe,1622 Galisteo Street,Santa Fe,NM,87505,Santa Fe,35.661847,-105.949973
Crossroads Bible College,601 N Shortridge Rd,Indianapolis,IN,46219,Marion,39.779662,-86.039961
Stone Academy-Waterbury,101 Pierpont Road,Waterbury,CT,06705,New Haven,41.54509,-72.98033
Royal Beauty Careers,1611 Spencer Hwy Suite E,South Houston,TX,77587,Harris,29.665461,-95.211036
ITT Technical Institute-San Antonio,5700 Northwest Pky,San Antonio,TX,78249,Bexar,29.553413,-98.593432
Empire Beauty School-Bordentown,610 Rt 206,Bordentown,NJ,08505,Burlington,40.173971,-74.702495
Erie 1 BOCES,355 Harlem Rd,West Seneca,NY,14224,Erie,42.851567,-78.78642
University of Cosmetology Arts & Sciences-San Antonio Jamar,2423 Jamar Ste 2,San Antonio,TX,78226,Bexar,29.391321,-98.560618
Fayette Beauty Academy Inc,386 N Glynn St,Fayetteville,GA,30214,Fayette,33.455874,-84.455909
Yukon Beauty College Inc,221 W. Main,Yukon,OK,73099,Canadian,35.507554,-97.745
SW School of Business and Technical Careers-Cosmetology,2402 San Pedro Ave.,San Antonio,TX,78212,Bexar,29.457067,-98.498985
HDS Truck Driving Institute,6251 S. Wilmot Road,Tucson,AZ,85706,Pima,32.13887,-110.856474
Northwest Technology Center-Alva,1801 S 11th St,Alva,OK,73717,Woods,36.786733,-98.675711
Empire Beauty School-Monroeville,The Plaza at 320 Mall Blvd,Monroeville,PA,15146,Allegheny,40.434267,-79.785703
ITT Technical Institute-Little Rock,4520 S University Ave,Little Rock,AR,72204,Pulaski,34.711293,-92.3444
Texas College of Cosmetology-Abilene,117 Sayles Blvd.,Abilene,TX,79605,Taylor,32.448503,-99.747145
International Training Careers,7360 SW 24th Street  Suite 31,Miami,FL,33155,Miami-Dade,25.746905,-80.314727
Mercer County Career Center,776 Greenville Rd,Mercer,PA,16137,Mercer,41.250851,-80.248614
Vista College,"1785 East 1450 South, Suite 300",Clearfield,UT,84015,Davis,41.103033,-111.98793
Lacy Cosmetology School-Aiken,3084 Whiskey Rd,Aiken,SC,29803,Aiken,33.494068,-81.700905
Southern Careers Institute-San Antonio,"238 SW Military Drive, Suite 101",San Antonio,TX,78221,Bexar,29.355779,-98.494245
ITT Technical Institute-Louisville,"9500 Ormsby Station Road, Suite 100",Louisville,KY,40223,Jefferson,38.262257,-85.574611
Centura College-Newport News,616 Denbigh Blvd,Newport News,VA,23608,Newport News,37.139294,-76.51806
My Le's Beauty College,5972 Stockton Blvd,Sacramento,CA,95824,Sacramento,38.518623,-121.441343
Centura College-Norfolk,7020 North Military Highway,Norfolk,VA,23518,Norfolk,36.908448,-76.232565
NAWCC School of Horology,454 Poplar St,Columbia,PA,17512,Lancaster,40.037201,-76.502223
ITT Technical Institute-Miami,"7955 NW 12th St, Ste 119",Miami,FL,33126,Miami-Dade,25.78348,-80.325432
ITT Technical Institute-Cordova,7260 Goodlett Farms Parkway,Cordova,TN,38016,Shelby,35.18061,-89.821499
ITT Technical Institute-Austin,"6330 Highway 290 East, Ste 150",Austin,TX,78723,Travis,30.322895,-97.698972
Virginia Beach City Public Schools School of Practical Nursing,2925 N Landing Rd,Virginia Beach,VA,23456,Virginia Beach,36.740902,-76.07369
New Concept Massage and Beauty School,2022 SW 1st St,Miami,FL,33135,Miami-Dade,25.77128,-80.228547
Northwest College of Art & Design,16301 Creative Dr NE,Poulsbo,WA,98370,Kitsap,47.710943,-122.604201
New York College of Traditional Chinese Medicine,155 First St,Mineola,NY,11501,Nassau,40.742666,-73.638257
CET-Sacramento,8376 Fruitridge Road,Sacramento,CA,95828,Sacramento,38.502213,-121.42996
University of Washington-Bothell Campus,18115 Campus Way NE,Bothell,WA,98011,King,47.760718,-122.191454
Cairn University-Wisconsin Wilderness,46445 Krafts Point Road,Cable,WI,54821,Bayfield,46.249604,-91.254884
ITT Technical Institute-Houston North,15651 North Freeway,Houston,TX,77090,Harris,29.994458,-95.426431
University of Washington-Tacoma Campus,1900 Commerce St,Tacoma,WA,98402,Pierce,47.244586,-122.438032
